Title,Date,Comment,value
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,금메달은 금메덜이지 혜택은 똑같이 받을자격있지,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,병역은 국민의 의무라고 가르치고 여자라서 빼주고 뭐 잘한다고 빼주니 인식이 드러운 의무라고 인식되지. 다 없애야지.,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,대단해요 고생했고 축하드립니다!!,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,"사회지도층 및 문화, 체육우수자들에게 부여되는 병역 면제를 좀더 엄격하게 하여 그 인원을 최소화 하고 대다수의 힘없고 빽없는 일반 국민들이 위화감을 갖지않도록 해야할 필요가 있다고 생각함, 그 예로 월드컵, 올림픽, 아시안게임, 미국 빌보드차트 몇주 1위 달성등등 기준을 엄격하게 정해 놓고 각 경기나 차트중 점수를 부여하여(올림픽, 월드컵 4강시, 금메달 20점, 은메달 10점, 동메달 5점 등등 세부적으로 중요도를 감안하여 점수 결정) 여러번 국위선양을 위해 노력한 사람들에게만 제한적, 최소한으로 병역을 면제하는것이 낫다고 생각함",0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,아시안게임은 이제 병역혜택에서 삭제해야한다~~ 병역인구도 줄어드는마당에~~ 존ㄴ 못사는 나랑경기하는데 메달하나 못딴게 문제인거지,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,"아시안 게임 야구 금메달은 병역혜택 없애라. 땅짚고 헤엄치기 아니냐? 한국의 경쟁상대는 대만과 일본뿐인데, 이들 두나라는 모두 프로가 아닌 아마추어팀 으로 출전하잖아... 수영, 육상 같은 종목의 금메달이 합당하다.",1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,일방인은 억울하긴하지 ㅋㅋ 올림픽도 아니고 아시안게임에 면제라니 ㅋ,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,언제까지 병역을 시혜적 혜택정도로 가벼이 다룰거냐. 병역의무가 그렇게 가볍냐. 너 금메달? 병역패스. 이게 맞니. 그냥 다른 혜택을 줘라. 뭣도 없던 나라였던 시절 국제대회 스포츠에 전투적으로 임했던 시기가 이젠 아니잖아,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,운동하나 하지않고 스포츠라고 하는거 웃기지 않냐 ㅋㅋ 게임대회면 몰라도 스포츠로 아겜에 종목으로 있는건 웃긴일,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,게임이 스포츠 ㅋㅋㅋㅋㅋㅋㅋ,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,시대가 변하긴 했다,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,병역혜택을 왜 주는거냐 세상이 미친거지 그 어느 나라를 봐라 우리나라같이 혜택이 많은 나라가 있는건지 일반 국민들한테도 혜택을 부과하던가,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,이스포츠 당연히 스포츠 맞지 ㅋㅋ 자격 있다 축하한다 고맙고,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,차라리 출산한 남자아빠들한테 병역혜택을 주자. 출산율 저하시대에 저게 무슨 병역면제와 무슨 상관이 있다고.,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,그냥 군대모병제 해도 안되나 나라를 대표해서 메달 따온애들 자랑스럽지만 각자 맡은자리에서 열심히 사는 일반인 한테도 똑같이 소중한 시간이다,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,잘했고 다 좋은데 병역면제로 혜택 주는 것 좀 멈춰라.이게 말이 된다고 생각하냐? 너는 대단한 사람이니 의무를 지지 마라?! 이것 쫌 바꾸자,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,e스포츠는 게임이지,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,축하드려요,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,다음 아시안게임에서는 없겠네. 인터넷 게임 못 하는 일본인...,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,"스포츠는 전략적인 판단을 기초로 몸을 움직이거나, 머리를 쓰는 게임이나 오락 행위를 일컫는 명칭",0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,올림픽 금메달만 주고 나머지는 다 없애자.. 안그래도 병력 부족하다며?? 특혜그만줘라,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,자랑 스럽다,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,병역혜택 자체가 없어져야함…,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,스포츠인데 공중파 3사 모두 중계 거부 왜함?ㅋㅋㅋ,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,솔직히 카누 금메달 선수이름 보다 페이커가 더유명하고 세계적으로도 더 영향력있어서 국위선양함,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,아시안게임 병역면제 개웃기네 ㅎㅎㅎㅎㅎ,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,병역혜택 없애야함,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,올림픽에 롤이 있었다면 올림픽 우승보다 어려운 유일한 아시안 게임 종목이었을 것.,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,시대를 잘 타고 났다는 말이 이렇게 잘 어울리는 경우가 또 있을까..,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,이게 무슨 스포츠냐 손가락운동인가 땀을 흘리고 거친 숨을 몰아쉬는 운동과는 다른듯 게임대회인가,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,BTS가 너무 아쉽네요~~~,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,세상 오래 살고 볼 일이다. 기준을 다시 설정해야 한다. 자리에 앉아서 하는 게임을 스포츠라 할 수 있냐? 위장스포츠인가?,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,게임도 스포츠라고?ㅉㅉㅉ,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,부동시 군면제보단 낫구먼.. 저걸 문제삼는놈들은 뭐이리 꼬인건지…,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,금메달 땃다고 군면제시키는것은 불공정이다~군대갔다오고 메달 딴 스팩으로 연봉더 받고 연금보상 받잖어~~,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,어이가없어서 ㅋㅋ 개판이구나,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,피나는 노력을 실제 이해는 다 못하죠 그래도 어느정도 힘들게 고생했을지 정도는 이해합니다. 충분히 병역혜택 받을만 하죠 다시 한번 축하드립니다.,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,멋있다~!!,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.10.04.,솔직히 이럴거면 모든분야를 아시안게임에 넣어줘라...건축이든 전기분야던 각 최고자리에 있는 사람들도 포함시켜줘라...왜 스포츠만 그리고 이제는 게임까지 병역혜택을 주느냐...다들 각분야에서 열심히살고있다. 모든 직업은 평등하다. 그러나 스포츠 프로선수와 프로게이머들만 혜택을 받고있다,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,잘했다 대한민국 대표들,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,BTS 보다 국위선양?,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,병역면제혜택이라는거 자체가 국가가 군대는 빼는게 좋다라고 인정하는꼴이지 그래놓고 뭐 신성한국방의의무?? ㅋㅋㅋㅋㅋㅋ,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,전과4범이 당대표인데 별걸다 시비거네,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,솔직히 스포츠는 아니라생각한다.,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,딸깍딸깍,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,골프가 스포츠가 되니 별 갖가지 스포츠라 하는게 웃기네 레포츠랑 스포츠는 구분좀 하자,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,페이커는 원래군면제다 ㅋ 중졸이라ㅋ 공익인데 대기기간3년넘어서 그것도면제,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,"남자는 몸아파도 공익으로 ~ , , , 20대 한국여자는 바디프로필 , 해외여행은 잘만 다니지만 군대는 못간당께요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,대단하다,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,군대가 꼭 나쁜것만은 아닌데...혹시나 가고싶을수도 있자나 한번 물어봐봐,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,이상혁 정말 말 한마디 한마디가 존경스럽다,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,이렇니 저렇니 나불나불 댈 필요가있나금메달따서 혜택받는거지,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,게임이 바둑보다는 더 운동될것 같은데ㅋ,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,시대 타이밍이 좋긴했네....,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,다 병역면제냐,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,대깨들 및 개딸년블 시러할듯 중국 조저나서 멸공 잘했다 군면제가즈아~,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,게임을 쳐 스포츠가되붓노 손에 땀나도록 키보드마우스질 햇구나,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,"와~~~멎지네요.중3아들도 계속 응원하더라구요. 게임을 잘하는애는 아니지만, 친구들이랑 계속 보더라구요 ㅎ",1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,중졸해서 군대가면 식당에서 짬돌이로 일한다.,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,"기사가 웃긴게, 대한민국 초등교육 이상 받은 남자들 다 축구하는데 그러면 축구 아시안게임 병역면제도 같은거 아닌가요??",0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,난오늘실버 3 4에 갖혔지.,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,축하드립니다~~^^,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,난 인정못함. 매년 공연하면 전투기 한대씩 살수있는 BTS도 군대가는데 인터넷겜 잘해서 군면제는 절대안된다. 우리나라는 외국보다 인터넷망 잘되어있고 외국은 겜하는 pc방도 없고 중독자도 없음.청소년들이 군면제로 겜중독 더심해질듯.현질과 삥뜯고 불량학생 많아질듯함,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,말을 참 조리있게 잘한다~~부동시 받고 쌩깐 놈두 있는데~~~,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,가만히앉아서하는게 무슨 스포츠?? ㅋㅋ 하긴 올림픽종목조차안된것보니 그냥 쭝국에서 덤으로 끼워놓기,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,e스포츠연맹에서 알바 보내서 비공테러 하는거 보소 ㅋㅋㅋㅋㅋㅋㅋㅋ 빠따도 레저 인데 게임도 레저이지,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.10.01.,이게 아시안게임에 포함되서 병역면제까지 줘야되는게 옳은가 싶다 피땀흘리고 뼈가으스러지도록 연습하는 선수들이 자괴감들지 않겠나? e스포츠가 아니잖아 그냥 게임이지 바둑도 그렇고 그냥 이런것들은 따로 모아서 게임대회를 해야지 아시안게임등은 아니라고 본다,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,아시안게임 메달 땄다고 병역면제라는게 이해가 안되네.개인적인 명예와 수입도 많이 들어올텐데 왜 면제를 해 두냐고. 직장생활 하는 사람도 국가발전에 도움되는데 면제 안해주나,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,군복무 마친 남자로서 난 불만없다~~ 예선포함 전승으로 금메달 땃고 최강이라며 병역혜택 주고도 남는다 생각함 군복무 안 한 사람들이 왈가왈부 할 거리는 아니라 생각 🤔🤔🤔🤔🤔,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,금메달 딴것도 아주잘한건데 방탄은 국가에 큰이바지를 하는데 군면제가 왜안됐는지 좀아쉽네요,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.10.01.,그냥 병역면제 받기위한 대회같다.,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,어쨌든 야구 이런 놈들이 국제 망신 시킨 것보다 국가 위상 높였으니 충분히 자격 있음,1
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,스포츠긴 스포츠인데 거기에 빠져있으면 건강도 망치고 한심해보이는 스포츠 프로선수 몸뚱이가 온갖 성인병 비만 디스크여도 가능한 스포츠,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,아시안게임 자체가 예전이랑 다르게 군면제 받을 대회인가 그거부터 다시 생각해봐야지 ㅋㅋㅋ 옛날에야 국위선양이기도 하고 그랬지만 솔직히 이게 지금 그럴 대회임? 안그래도 출산율 십창나서 병력 유지가 안되는데 올림픽도 아니고 아시안게임 금메달로 병역면제 혜택준다는거 자체가 이상함 제도는 시대에 맞춰 바뀌어야 하는건데,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,BTS는?? 좀 아까운데,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,저런 진 따 들이 군면제라니...차라리 방탄을 군면제 시켜야지....하 진짜 항심하다...,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,사격. 양궁 보다 에너지 소비 더 많을듯~,0
"'첫 병역혜택' LoL 선수들 ""시대 잘 타고났다""…페이커 ""e스포츠는 스포츠""",2023.09.30.,"그래, 너네들 군대오면 소대장, 중대장들도 피곤하다. 구타도 못하는 군대에 선임들이 얼마나 힘들겠니. 모니터앞에서 살아라",0
"[항저우AG] LoL 대표팀, 中꺾고 결승 진출...""금메달은 우리 것""",2023.09.28.,뭔말인지 시방,0
"아프리카TV, 별풍선으로 사상최대 실적…""아시안게임 효과""",2023.10.31.,아시안게임 효과가 아니구요.. 광우상사나 무슨 여자 bj 들 모아두고 춤추는 방송에서 별풍선이 하루 억단위씩 터지는 겁니다,0
"아프리카TV, 별풍선으로 사상최대 실적…""아시안게임 효과""",2023.10.31.,불법자금 세탁으로 별풍깡을 이용한다던데 수사는 하고 있나?,0
"아프리카TV, 별풍선으로 사상최대 실적…""아시안게임 효과""",2023.10.31.,별풍선 쏘는것들도 문제가 참많다!한심한것들!본인돈의 소중한것도 모르고 쓸데없는곳에다가 낭비하네?쯧쯧!그런돈으로 부모님한테 효도나해라!어리석은것들아,0
"아프리카TV, 별풍선으로 사상최대 실적…""아시안게임 효과""",2023.11.01.,하루하루 힘겹게 살아가는 대부분의 사람들인데 별풍선 받아 실적 올리는 기업이라??? 칭찬 해줘야 하나???? ㅋㅋㅋ,1
"아프리카TV, 별풍선으로 사상최대 실적…""아시안게임 효과""",2023.11.01.,아시안게임으론 돈이벌리겠냐 여러BJ들이 크루랍시고 똑같은 포멧으로 돈복사하고있는데 몇개Bj만 검색해봐도 한달에 수십억씩 벌었더만,0
"아프리카TV, 별풍선으로 사상최대 실적…""아시안게임 효과""",2023.10.31.,아니 몇억씩 쏘는거 아는사람들은 다아는 건데 견찰만 머르나 갬찰하고 ㅋㅋ,0
"아프리카TV, 별풍선으로 사상최대 실적…""아시안게임 효과""",2023.10.31.,"아시안 게임 효과는 무슨 아시안 게임 중계에 별풍선 몇개 터지지도않았는데.. 지금 아프리카는 엑셀 방송 이 풍선을 거의주도할듯,. 거기 풍터지는거 장난아니더만...",0
"아프리카TV, 별풍선으로 사상최대 실적…""아시안게임 효과""",2023.10.31.,곧 엔씨소프트 꼴 날꺼다,0
"아프리카TV, 별풍선으로 사상최대 실적…""아시안게임 효과""",2023.10.31.,"불법 돈세탁, 휴대폰깡 별풍으로 함ㅋㅋㅋ",0
"[아시안게임] 금메달 눈앞…한국 LoL 대표팀, 중국 꺾고 결승행",2023.09.28.,중국은 핵 안쓰면 대한민국 일반인보다 못한 실력 아닌가??,0
"[아시안게임] 금메달 눈앞…한국 LoL 대표팀, 중국 꺾고 결승행",2023.09.28.,페이커 사실상 토템;;,0
e스포츠 20년 역사 돌아보니…스타에서 시작 ‘롤’이 개화,2023.10.25.,브롤스타즈도 e스포츠 가자~~~,1
"아시안게임 메달 190개, 종합 3위…금융사 후원 빛봤다",2023.10.09.,메달만개던천개더노따서머하는대..군면체나 세금으로 연금나가는대...ㅋ,0
"아시안게임 메달 190개, 종합 3위…금융사 후원 빛봤다",2023.10.09.,인구수 대비 종합 1위일거다. 근데 쪼꼬만 나라가 맨날 썩은 정치에 동조해서 치고 박고 싸우고 하느라더 발전을 못해.통합정치라더만..,0
"아시안게임 메달 190개, 종합 3위…금융사 후원 빛봤다",2023.10.09.,"개나줘라 메달경쟁, 영원한 한중일게임 영원한 3등, 노관심,",0
"아시안게임 메달 190개, 종합 3위…금융사 후원 빛봤다",2023.10.09.,양궁에서 인도한테 금메달 거의 다 뺏기고 전 종목에 걸쳐 소일본한테 역전 당해서 3위 ㅎ 중국이 압도적 1위라 넘볼 수도 없고 일본한테도 역전당하고 인도한테 빠르게 추격당하는 처지 ㅎ,0
"[이도경의 플레e] 내년 항저우 아시안게임, e스포츠 국가대표는 어떻게 선발?",2021.11.20.,탑 칸나 미드 쇼메이커 정글 캐니언 원딜 구마유시 서폿 케리아,0
"[이도경의 플레e] 내년 항저우 아시안게임, e스포츠 국가대표는 어떻게 선발?",2021.11.21.,너구리 캐니언 쇼메 담원 남는다하면 그냥 담원 내보내,0
"[이도경의 플레e] 내년 항저우 아시안게임, e스포츠 국가대표는 어떻게 선발?",2021.11.21.,어떻게 뽑아도 말이 나올 수 밖에 없고. 선수들 간의 합을 맞출 시간도 부족함 점 등을 감안하여 스프링 우승 또는 국대 선발전 등 원칙을 정해서 단일팀 통채로 나가는게 어떨지?,0
"[이도경의 플레e] 내년 항저우 아시안게임, e스포츠 국가대표는 어떻게 선발?",2021.11.21.,스프링 시작하면 합맞출 시간도 없는애들 섞어찌개 만들지말고 걍 한팀 선수 감독으로 온전히보내라,0
"[이도경의 플레e] 내년 항저우 아시안게임, e스포츠 국가대표는 어떻게 선발?",2021.11.20.,조용필은 표절하지 않았다.신승훈 리니지는 변진섭 디아블로를 표절했다.,0
"[이도경의 플레e] 내년 항저우 아시안게임, e스포츠 국가대표는 어떻게 선발?",2021.11.20.,용호의 권은 스트리트 파이터를 표절했다.,0
"[이도경의 플레e] 내년 항저우 아시안게임, e스포츠 국가대표는 어떻게 선발?",2021.11.20.,철권은 버추어파이터를 표절하지않았다.리니지는 디아블로를 표절했다.,0
"[정용수의 평양, 평양사람들] 경직된 체제 그대로 드러낸 북한의 아시안게임",2023.10.20.,개딸과 좌파들은 자유란 단어를 아주 싫어 합니다.,0
"“아시안게임 메달 목표”…SKT-e스포츠협회, 공식 파트너십",2022.03.31.,광안리 프로리그 결승전때가 새록하누 부산이라ㅎ,1
"페이커 ""이번에는 중국 꼭 이기겠다""…AG 정식 종목 LoL 金 자신",2023.09.22.,멋지다 연봉 70억이라니ㄷㄷ 금메달로 중국 눌러버리지,1
"페이커 ""이번에는 중국 꼭 이기겠다""…AG 정식 종목 LoL 金 자신",2023.09.22.,저 페이커란 청년이 전세계 10-30 대사이 인기도가 5위안에들더만 손흥민은 10위안에도 안들어있고... 그만큼 유명한사람인데 우리나라 사람들의 게임홀대는 진짜.....,0
"페이커 ""이번에는 중국 꼭 이기겠다""…AG 정식 종목 LoL 金 자신",2023.09.22.,금메달 병역면제 가즈아 상혁아 넌 그래도 돼,1
"페이커 ""이번에는 중국 꼭 이기겠다""…AG 정식 종목 LoL 金 자신",2023.09.22.,금메달따고 군면제 가즈아,1
"페이커 ""이번에는 중국 꼭 이기겠다""…AG 정식 종목 LoL 金 자신",2023.09.22.,관상이 겜 좋아하게 생겼네 ㅋ,0
"페이커 ""이번에는 중국 꼭 이기겠다""…AG 정식 종목 LoL 金 자신",2023.09.22.,울지나 말고 겜해라....,1
추위 녹인 ‘롤드컵’ 열기… 광화문-전국 영화관 등 수만명 응원전,2023.11.20.,"롤드컵 결승전에 LCK 아프리카 공식방송, 중계 파트너 BJ들 방송 싹 다 터졌다. 중요한 1,2 세트 다 놓치고 유튜브 라이브 가서 3세트 봤다. 한국 1위 개인방송 스트리밍 서비스 업체가 트위치보다 구려",0
추위 녹인 ‘롤드컵’ 열기… 광화문-전국 영화관 등 수만명 응원전,2023.11.20.,와 짱인데!,1
추위 녹인 ‘롤드컵’ 열기… 광화문-전국 영화관 등 수만명 응원전,2023.11.20.,롤판이 계속되길 선수와 팬들은 원하는데 지나친 연봉거품 때문에 롤판 전체가 힘들어 하고 있다. 대기업이 아니면 구잔을 끌고 갈 수 없는 구조인데 정부와 롤 업계가 머리를 맞대서 뭔가 방안을 찾으면 안될까? 유인촌 장관님아?,0
"대한민국 LOL 대표팀, 항저우 AG서 무실세트 금메달",2023.09.30.,멋지다👍👍👍👍,1
"대한민국 LOL 대표팀, 항저우 AG서 무실세트 금메달",2023.09.30.,병역이 걸렸으니 목숨 걸어야지 ㅋㅋㅋㅋ,0
"대한민국 LOL 대표팀, 항저우 AG서 무실세트 금메달",2023.09.30.,이게 애국이다 잘했다,1
"대한민국 LOL 대표팀, 항저우 AG서 무실세트 금메달",2023.10.01.,우리나라는 PC방이라는 교육양성 프로그램이 있다데~~~~...,0
"대한민국 LOL 대표팀, 항저우 AG서 무실세트 금메달",2023.10.01.,롤이 중국게임 치곤 우리나라 문화유산 반환 하는데 비용을 지불했지. 난 부모님을 지킬 자신이 없어서 중국산 게임기로 스플래툰만 가끔 하지.,0
"대한민국 LOL 대표팀, 항저우 AG서 무실세트 금메달",2023.10.01.,우리나라에 겜돌이들이 많아지니 앞으로 큰일났네,0
"대한민국 LOL 대표팀, 항저우 AG서 무실세트 금메달",2023.10.01.,애는 안낳고 게임들만하면 대한민국은 누가 지키나,0
"대한민국 LOL 대표팀, 항저우 AG서 무실세트 금메달",2023.09.30.,이번아시안게임에서의 키워드는병역특례이다 올림픽도 아닌 아시안 게임 우승조차도 병역을 면제 받는다 이름도 모르는 저곳의 선수나 각종 운동선수들도 금메달이면 군대 안간다 이런걸 볼때마다 BTS아이들의 불공평함이 화가 난다 국가경제에 수십조의 이득을 안겨주고 국위선양은 아시안게임우승의 수십배의 효과일 것이다 당시 2~30대의 격렬한 반대와 논쟁이 있었지만 요즘 아시안게임 우승자들의 병역특례에 논란은 없다 댓글들에서도 그런 말들은 없다 이중적 잣대를 들이대는 나라의 불공평함이 화가 난다,0
"韓 e스포츠 국가대표, 항저우 아시안게임 금메달 걸까",2023.09.21.,듣보중국게임은 뭐임..,0
"‘베가로 아시아 정복’ 김관우, 스트리트파이터 우승…한국 e스포츠 첫 金",2023.09.29.,올림픽이 아니라 .. 이제 장기 자랑이 되었네,1
"‘베가로 아시아 정복’ 김관우, 스트리트파이터 우승…한국 e스포츠 첫 金",2023.09.29.,군면제 ㅊㅋ,0
